id|typ_zhody|dovod_detail|spis|datum|sud|oblast|snippet|file
181388|SLOVNE|MATCH_STRICT_KEYWORDS|2Obdo/31/2009|2009-11-11|||Sk (fa č. 811/2001 a č. 864/2001), suma 1 036 000.-- Sk (poskytnuté preddavky), znížená o sumu 69 768.-- Sk (fa č. 06052003) uplatnenú žalovaným na zapo čítanie a zmluvná pokuta vo výške 187 200.-- Sk z písomne uzavretej zmluvy na dodávku dobytku za nespln |181388_SLOVNE_2Obdo_31_2009.pdf
180957|PARAGRAF|MATCH_PARAGRAF_301|6Obdo/40/2009|2010-04-19|||došlo aj k omeškaniu ţalovaného s odovzdaním diela. Súd poukazom na ustanovenie § 301 Obchodného zákonníka, poukazom na neprimerane vysokú zmluvnú pokutu ( 1 000,– S|180957_PARAGRAF_6Obdo_40_2009.pdf
180498|PARAGRAF|MATCH_PARAGRAF_301|6Obdo/5/2009|2010-06-21|||a vo výške 2,100.000,-- Sk, súd v tomto prípade vyuţil moderačné právo v zmysle § 301 Obchodného zákonníka, prihliadajúc na hodnotu a význam zabezpečovacej povinnost|180498_PARAGRAF_6Obdo_5_2009.pdf
179902|PARAGRAF|MATCH_PARAGRAF_301|3Obo/224/2003|2010-05-26||| dojednanú v záložnej zmluve, neporušil. Okrem tejto skuto čnosti v zmysle ust. § 301 Obchodného zákonníka neprimerane vysokú zmluvnú pokutu môže súd zníži ť s prihl|179902_PARAGRAF_3Obo_224_2003.pdf
178500|PARAGRAF|MATCH_PARAGRAF_301|5Obdo/38/2009|2011-03-31|||ýške zmluvnej pokuty , uplatnenej druhou stranou, ale vychádzajúc z ustanovenia § 301 Obchodného zákonníka podľ a hodnoty a významu zabezpečovanej povinnosti. Odvola|178500_PARAGRAF_5Obdo_38_2009.pdf
177259|SLOVNE|MATCH_STRICT_KEYWORDS|5Obo/114/2008|2010-05-12|||a jej platnosť a v súlade s ňou si ţalovaný uplatnil z nej vyplývajúci nárok na zmluvnú pokutu. Ţalobca neprimeranosť zmluvnej sankcie vo svojich 5Obo/114/2008 2 podaniach ţiadnym spôsobom nepreuká|177259_SLOVNE_5Obo_114_2008.pdf
176911|PARAGRAF|MATCH_PARAGRAF_301|2Obdo/39/2010|2010-12-08|||dvolac í súd sa s uveden ým záverom prvostup ňového s údu nestotožnil. V zmysle § 301 Obchodn ého z ákonníka, kritériom pre pos údenie primeranosti zml uvnej pokuty |176911_PARAGRAF_2Obdo_39_2010.pdf
176005|PARAGRAF|MATCH_PARAGRAF_301|2obo/170/2007|2008-02-06|||ná napr. dohodou účastníkov, ako je to v prípade dohody o zmluvnej pokute podľa § 301 Obch. zák. V prípade uplatnenia primeraného zadosťučinenia podľa § 53 Obch. zák|176005_PARAGRAF_2obo_170_2007.pdf
175642|PARAGRAF|MATCH_PARAGRAF_301|4Obdo/108/2019|2021-05-31|||ane vysoká, súd pristúpil k moderácii tejto uplatnenej zmluvnej pokuty v zmysle § 301 Obchodného zákonníka. Žalobca tvrdil, že mu nefunkčnosťou web stránky vznikla v|175642_PARAGRAF_4Obdo_108_2019.pdf
175441|PARAGRAF|MATCH_PARAGRAF_301|2Obo/46/2012|2012-09-13|||ou ustanovení § 261 a § 262 ods. 2, § 263 až § 272, § 273 ods. 1, § 276 až 289, § 301, § 303, § 304, § 306 ods. 2 a 3, § 308, § 311 ods. 1, § 312, 313, § 321 ods. 4,|175441_PARAGRAF_2Obo_46_2012.pdf
175409|SLOVNE|MATCH_STRICT_KEYWORDS|4Obo/54/2012|2012-09-28|||a neoprávnene indosovaná na veriteľa - V. K. Konzulex, s. r. o. Ďalej namietala neprimeranú výšku úroku z omeškania v sume 823 664,54 eur (24 813 718,-- Sk), ako aj nárok na zmluvnú pokutu vo výške 1 647 329,05 eur (49 627 435,-- Sk), ktoré tvorili súčasť prihlásenej |175409_SLOVNE_4Obo_54_2012.pdf
173559|SLOVNE|MATCH_STRICT_KEYWORDS|3Obo/7/2013|2014-03-31||| všetky príjmy z prenájmu pre seba. Žalobca namieta nielen základ, ale aj výšku zmluvnej pokuty, ktorú môže konajúci súd využijúc moderačné právo znížiť. Okrem toho postúpením časti pohľadávky sa výrazne zhoršilo postav|173559_SLOVNE_3Obo_7_2013.pdf
173390|SLOVNE|MATCH_STRICT_KEYWORDS|1MObdo/6/2011|2014-06-17|||0.2003 a žalobca bol v omeškaní aj s ukončením týchto prác. So vnesenou obranou neprimeranosti zmluvnej pokuty sa súd prvého stupňa vysporiadal a vyhodnotil ju ako účelovú, keďže dojednania |173390_SLOVNE_1MObdo_6_2011.pdf
170706|SLOVNE|MATCH_STRICT_KEYWORDS|4MObdo/9/2012|2014-09-30|||a podiel v spoločnosti Lyžiarske stredisko Martinské Hole. Žalovaný namietal aj neprimeranú výšku zmluvnej pokuty, ktorá je v značnom nepomere k hodnote a významu zabezpečovanej povinností, tie|170706_SLOVNE_4MObdo_9_2012.pdf
164968|SLOVNE|MATCH_STRICT_KEYWORDS|5Oboer/305/2013|2015-04-23|||tobný rozkaz po jeho prvom odvolaní uznesením 20C/76/2009-31 pri uvedenej výške zmluvnej pokuty z omeškania. Podľa povinného 2/ je zmluvná povinnosť zaplatiť riadne a včas esenciálnou povinnosťou dlžníka, na druhej strane výška zabezpečenia je v tomto prípade zjavne neprimeraná podľa direktív Európskej komisie a rozhodnutí Súdneho dvora pre rozpor s dobrým|164968_SLOVNE_5Oboer_305_2013.pdf
162527|SLOVNE|MATCH_STRICT_KEYWORDS|1ObdoV/14/2014|2015-11-26|||svetlil právne dôvody, pre ktoré žalobe voči žalovanej 1/ bolo sčasti vyhovené. Primerane vysvetlil dôvody zmluvnej pokuty ako pohľadávky proti podstate a jednotlivé predpoklady zodpovednosti žalovanej |162527_SLOVNE_1ObdoV_14_2014.pdf
162519|SLOVNE|MATCH_STRICT_KEYWORDS|1ObdoV/13/2014|2015-11-26|||svetlil právne dôvody, pre ktoré žalobe voči žalovanej 1/ bolo sčasti vyhovené. Primerane vysvetlil dôvody zmluvnej pokuty ako pohľadávky proti podstate a jednotlivé predpoklady zodpovednosti žalovanej |162519_SLOVNE_1ObdoV_13_2014.pdf
162190|SLOVNE|MATCH_STRICT_KEYWORDS|2Obdo/1/2015|2016-02-29|||. Okresný súd poukázal na skutočnosť, že na návrh účastníka mohol rozhodnúť, že zmluvnú pokutu neprizná v celej výške, t.j. vo výške v akej bola stranami dojednaná a svojím moderačným (zmierňovacím právom) mohol zasiahnuť do zmluvných vzťahov účastníkov a tieto p|162190_SLOVNE_2Obdo_1_2015.pdf
160272|PARAGRAF|MATCH_PARAGRAF_301|3Obdo/58/2015|2016-04-27|||vrhovateľa: HDC Košice s. r. o., so sídlom Štúrova 27, 040 01 Košice, IČO: 46 076 301, v konaní o zápis zmien v obchodnom registri, na dovolanie navrhovateľa proti u|160272_PARAGRAF_3Obdo_58_2015.pdf
160260|SLOVNE|MATCH_STRICT_KEYWORDS|3Obdo/21/2015|2016-04-27|||ehote tieto vady neodstráni. V takomto prípade, môže kupujúci aj pred uplynutím primeranej lehoty na odstránenie vád tovaru zmeniť svoj nárok a uplatniť zľavu z ceny a môže uplatniť nárok na náhradu škody a zmluvnú pokutu. V prípade márneho uplynutia primeranej lehoty na odstránenie vád tovaru môže k|160260_SLOVNE_3Obdo_21_2015.pdf
160187|SLOVNE|MATCH_STRICT_KEYWORDS|5Obdo/33/2015|2016-04-21|||ka žalobcu. Zmluva na podporu predaja bola uzavretá na 3 mesiace bez akejkoľvek zmluvnej pokuty, bez uvedenia spojitosti tejto zmluvy s kúpnou zmluvou a mala predstavovať výhodu zníženia ceny Miktelu o 2,50 Sk. V čom spočíva výhodnosť tejto zmluvy, odvolaciemu súdu |160187_SLOVNE_5Obdo_33_2015.pdf
158173|PARAGRAF|MATCH_PARAGRAF_301|2Obdo/23/2015|2016-06-23|||prvého stupňa uviedol, že nemohol znížiť dohodnutú zmluvnú pokutu v zmysle ust. § 301 Obchodného zákonníka do výšky skutočnej škody, pretože za skutočnú škodu treba |158173_PARAGRAF_2Obdo_23_2015.pdf
157493|PARAGRAF|MATCH_PARAGRAF_301|1Obo/3/2016|2016-06-08|||y sú celkom vo výške 224.083,44 eur, z tohto príjmy zo speňaženia sú vo výške 166.301,53 eur a príjmy získané inou činnosťou správcu sú vo výške 57.781,91 eur. Pri v|157493_PARAGRAF_1Obo_3_2016.pdf
156356|SLOVNE|MATCH_STRICT_KEYWORDS|4Obo/23/2015|2016-11-30|||o, je teda zrejmé, že tento doklad nebol zaevidovaný v účtovníctve žalovaného a neprimerane vysoká zmluvná pokuta (100% hodnoty úveru) odporuje zásadám poctivého obchodného styku a dobrým mravo|156356_SLOVNE_4Obo_23_2015.pdf
154255|SLOVNE|MATCH_STRICT_KEYWORDS|2ObdoV/10/2016|2016-11-29|||uvy z dôvodu, že sa prieči dobrým mravom, sa súd nestotožnil, pretože dohodnutá zmluvná pokuta neposkytovala a ani neposkytuje nájomcovi neprimeranú a neodôvodnenú výhodu. 3. Súd mal za to, že žalobca neúčtoval a nevymáhal od ža|154255_SLOVNE_2ObdoV_10_2016.pdf
152385|SLOVNE|MATCH_STRICT_KEYWORDS|2ObdoV/9/2016|2016-11-29|||uvy z dôvodu, že sa prieči dobrým mravom, sa súd nestotožnil, pretože dohodnutá zmluvná pokuta neposkytovala a ani neposkytuje nájomcovi neprimeranú a neodôvodnenú výhodu. 3. Súd mal za to, že žalobca neúčtoval a nevymáhal od ža|152385_SLOVNE_2ObdoV_9_2016.pdf
150175|SLOVNE|MATCH_STRICT_KEYWORDS|2Obdo/14/2016|2017-03-29|||, ktorá by bola popretím ich účelu, podstaty a zmyslu. 39. Okresný súd Košice I primerane vysvetlil, z akých úvah vychádzal pri závere, že zmluvná pokuta uplatnená podľa tohto ustanovenia zmluvy sa odvíja od nedodržania postupu prác |150175_SLOVNE_2Obdo_14_2016.pdf
149563|SLOVNE|MATCH_STRICT_KEYWORDS|5Obdo/70/2016|2017-04-27|||úť sa skutočnému reálnemu odberu tovaru, ktorý žalovaný záväzne objednal. 10. K primeranosti výšky zmluvnej pokuty sa súd vyjadril, že nevidel dôvod využiť moderačné právo a zmluvnú pokutu zníži|149563_SLOVNE_5Obdo_70_2016.pdf
148045|PARAGRAF|MATCH_PARAGRAF_301|5Obdo/63/2016|2017-04-25|||kolnosti prípadu odvolací súd nevzhliadol dôvod použiť moderačné právo v zmysle § 301 Obchodného zákonníka. 15. Odvolací súd taktiež dospel k záveru, že nie je opods|148045_PARAGRAF_5Obdo_63_2016.pdf
144214|SLOVNE|MATCH_STRICT_KEYWORDS|4Obdo/22/2017|2017-09-29|||té, pretože nemožno celkom jednoznačne definovať rozsah obmedzení žalovanej, je neprimerané, pretože zmluvná pokuta, ktorá bola dohodnutá vo výške 1.000.000,-Sk je neprimeraná k jej odmene za hod|144214_SLOVNE_4Obdo_22_2017.pdf
143288|SLOVNE|MATCH_STRICT_KEYWORDS|3Obdo/24/2017|2017-10-04|||cujú. Takýmto úkonom bolo aj ručiteľské vyhlásenie. Zároveň zaujal stanovisko k neprimeranosti úrokov z omeškania (54,74 %), ktoré sú v rozpore s dobrými mravmi a odkázal na rozhodnutie sp. zn. 6MObdo/5/2009. K zmluvnej pokute 4 800,- eur uviedol, že dojednanie o zmluvnej pokute je neplatné, pre jeho neur|143288_SLOVNE_3Obdo_24_2017.pdf
141954|PARAGRAF|MATCH_PARAGRAF_301|5XObdo/567/2017|2017-11-20|||ajvyšší súd SR Spisová značka: 5XObdo/567/2017 Identifikačné číslo spisu: 3112226301 Dátum vydania rozhodnutia: 20.11.2017 Meno a priezvisko: JUDr. Darina Ličková F|141954_PARAGRAF_5XObdo_567_2017.pdf
140507|SLOVNE|MATCH_STRICT_KEYWORDS|5Obdo/44/2017|2018-01-30|||nkretizovali, neuviedli výšku zmluvných pokút ani dôvody, pre ktoré by mali byť zmluvné pokuty neprimerané, vzhľadom na hodnotu a význam zabezpečovanej povinnosti, nešpecifikovali ani su|140507_SLOVNE_5Obdo_44_2017.pdf
140504|SLOVNE|MATCH_STRICT_KEYWORDS|5Obdo/43/2017|2018-01-30|||nkretizovali, neuviedli výšku zmluvných pokút ani dôvody, pre ktoré by mali byť zmluvné pokuty neprimerané, vzhľadom na hodnotu a význam zabezpečovanej povinnosti, nešpecifikovali ani su|140504_SLOVNE_5Obdo_43_2017.pdf
140487|SLOVNE|MATCH_STRICT_KEYWORDS|5Obdo/42/2017|2018-01-30|||nkretizovali, neuviedli výšku zmluvných pokút ani dôvody, pre ktoré by mali byť zmluvné pokuty neprimerané, vzhľadom na hodnotu a význam zabezpečovanej povinnosti, nešpecifikovali ani su|140487_SLOVNE_5Obdo_42_2017.pdf
140008|PARAGRAF|MATCH_PARAGRAF_301|1Obdo/40/2017|2018-01-30|||il (modifikoval) v prospech žalovaného, uplatniac moderačné právo v zmysle ust. § 301 Obch. zákonníka. Keďže v posudzovanom prípade nebolo potrebné zopakovať alebo d|140008_PARAGRAF_1Obdo_40_2017.pdf
130841|SLOVNE|MATCH_STRICT_KEYWORDS|2Obdo/31/2018|2019-05-30||| do 31.3.2013 predstavovala sumu 19 205,59 Eur. Súd nemal dôvod takto vyčíslenú zmluvnú pokutu žalobcovi nepriznať, pretože nárok považoval za preukázaný. Žalovaný výšku zmluvnej pokuty nenamietal, preto nebol dôvod na využitie moderačného práva súdom. 5. Krajský súd v Žiline, ako súd odvolací, na odvolanie žalovaného|130841_SLOVNE_2Obdo_31_2018.pdf
130236|PARAGRAF|MATCH_PARAGRAF_301|3Obdo/11/2019|2019-07-17|||il s odôvodnením rozsudku súdu prvej inštancie poukazujúc na znenie ustanovenia § 301 Obchodného zákonníka, ktoré umožňuje súdu znížiť zmluvnú pokutu. Podľa názoru o|130236_PARAGRAF_3Obdo_11_2019.pdf
130174|PARAGRAF|MATCH_PARAGRAF_301|4Obdo/50/2018|2019-07-31|||štancie aplikoval pri jej posudzovaní aj § 300 a nasl. ObchZ, pričom k uvedeniu § 301 ObchZ došlo zrejme len omylom, keďže využitie moderačného oprávnenia navrhol ža|130174_PARAGRAF_4Obdo_50_2018.pdf
129949|PARAGRAF|MATCH_PARAGRAF_301|5Obdo/27/2018|2019-07-30||| aj k žalovaným 1/ a 2/ uplatnenému návrhu na moderovanie zmluvnej pokuty podľa § 301 Obchodného zákonníka, súd prvej inštancie vyjadril zreteľným spôsobom svoje záv|129949_PARAGRAF_5Obdo_27_2018.pdf
129667|PARAGRAF|MATCH_PARAGRAF_301|3Obo/8/2019|2019-09-24|||dných praktík v konaní o abstraktnej kontrole v spotrebiteľských zmluvách podľa § 301 a nasl. C.s.p. s vykonávaním dohľadu nad finančným trhom, ktorého vykonávanie p|129667_PARAGRAF_3Obo_8_2019.pdf
129456|PARAGRAF|MATCH_PARAGRAF_301|1Obdo/66/2018|2019-09-25|||dza z nesprávneho právneho posúdenia veci, poukázal na nesprávnu aplikáciu ust. § 301 zákona č. 513/1991 Zb. Obchodného zákonníka (ďalej aj ako „Obchodný zákonník“),|129456_PARAGRAF_1Obdo_66_2018.pdf
129385|PARAGRAF|MATCH_PARAGRAF_301|4Obdo/55/2018|2019-09-30||| primeranosti zmluvnej pokuty v nadväznosti na použitie moderačného práva podľa § 301 ObchZ (1 ObdoV 93/2004) a skúmania dojednania o zmluvnej pokute s dobrými mravm|129385_PARAGRAF_4Obdo_55_2018.pdf
128101|SLOVNE|MATCH_STRICT_KEYWORDS|4Obdo/84/2018|2019-12-11|||žiť požadovanú náhradu poistného plnenia (nejedná sa ani o náhradu škody, ani o zmluvnú pokutu), rovnako tak nie je zrejmá ani skutočnosť, z akého právneho predpisu považuje dovolateľ za kritérium pre mieru takéhoto zníženia primeranosť, či proporcionalitu a z čoho odvodzuje ako základ pre skúmanie prop|128101_SLOVNE_4Obdo_84_2018.pdf
127786|PARAGRAF|MATCH_PARAGRAF_301|5Obdo/53/2019|2020-01-29|||iky v spore žalobcu: Ing. Anett Pirohár, Jaskový rad 189, Bratislava, IČO: 41 126 301, konkurzný správca úpadcu GOLDEN PARK, s. r. o., Bancíkovej 1/A, Bratislava, IČ|127786_PARAGRAF_5Obdo_53_2019.pdf
126625|PARAGRAF|MATCH_PARAGRAF_301|5Obdo/16/2019|2020-04-28||| a zmluvnú pokutu, pričom nezistil dôvody pre jej moderáciu postupom podľa ust. § 301 ObZ. K námietke neprimerane vysokej zmluvne dohodnutej ceny žalobcom poskytnuté|126625_PARAGRAF_5Obdo_16_2019.pdf
126450|SLOVNE|MATCH_STRICT_KEYWORDS|5Obdo/65/2019|2020-05-12||| 595,17 CZK, pričom istina prestavuje sumu 4 151 599,10 CZK. Úrok z omeškania a zmluvná pokuta narástli do takejto výšky z dôvodu postupu súdu prvej inštancie, nakoľko spor trval neprimerane dlhú dobu. Žalovaný navrhol, aby dovolací súd napadnuté rozhodnutie odvolacieho|126450_SLOVNE_5Obdo_65_2019.pdf
126215|SLOVNE|MATCH_STRICT_KEYWORDS|3Obdo/3/2020|2020-05-27|||. Ak kupujúci požaduje odstránenie vád tovaru, nemôže pred uplynutím dodatočnej primeranej lehoty, ktorú je povinný poskytnúť na tento účel predávajúcemu, uplatniť iné nároky z vád tovaru, okrem nároku na náhradu škody a na zmluvnú pokutu, ibaže predávajúci oznámi kupujúcemu, že nesplní svoje povinnosti v tejto lehot|126215_SLOVNE_3Obdo_3_2020.pdf
126145|SLOVNE|MATCH_STRICT_KEYWORDS|2Obdo/18/2020|2020-05-27||| zatiaľ čo vo zvyšku žalobu ako nedôvodnú zamietol. Žalobcom uplatnený nárok na zmluvnú pokutu súd prvej inštancie zamietol s poukazom na ust. § 544 ods. 2 Občianskeho zákonníka (ktorý sa primerane použije aj na obchodné záväzky), podľa ktorého musí byť zmluvná pokuta dojednan|126145_SLOVNE_2Obdo_18_2020.pdf
125184|PARAGRAF|MATCH_PARAGRAF_301|1Obdo/72/2019|2020-09-29|||e uvedeného súd prvej inštancie uplatnil moderačné oprávnenie podľa ustanovenia § 301 Obchodného zákonníka (ďalej aj „Obch. zák.“) a zmluvnú pokutu znížil o polovicu|125184_PARAGRAF_1Obdo_72_2019.pdf
124963|SLOVNE|MATCH_STRICT_KEYWORDS|1Obdo/23/2020|2020-11-24|||tnými pre rozhodnutie vo veci samej boli existencia dohody ohľadom uplatňovania zmluvnej pokuty a primeranosť jej výšky, ako aj primeranosť uplatnených úrokov z omeškania v súvislosti so zá|124963_SLOVNE_1Obdo_23_2020.pdf
123984|PARAGRAF|MATCH_PARAGRAF_301|4Obdo/38/2020|2020-07-30|||ného opčného kontraktu resp,, že nebol uplatnený platne. Súd s poukazom na ust. § 301 Obchodného zákonníka a na základe vykonaného dokazovania dospel k záveru, že zm|123984_PARAGRAF_4Obdo_38_2020.pdf
123760|SLOVNE|MATCH_STRICT_KEYWORDS|4Obdo/54/2019|2020-08-31|||iky (viď sp. zn. 4Cdo/13/2009, 2Cdo/199/2005, ...). Zároveň mal za to, že výška zmluvnej pokuty je neprimeraná a nie je možný súbeh nároku na zmluvnú pokutu a úroku z omeškania, kedy sa súdy|123760_SLOVNE_4Obdo_54_2019.pdf
123541|SLOVNE|MATCH_STRICT_KEYWORDS|5Obo/7/2019|2020-10-01||| sme Tajane úroky a penále v takej výške ako pôvodne boli. Považovali sme to za neprimerané a vtedy sme to vyrovnávali kúpnopredajnými zmluvami, dovtedy sme im uznali úroky a zmluvnú pokutu. Vždy sme vyrovnávali dlhy tak, že z majetku bardejovského vyrovnávali sme dlhy|123541_SLOVNE_5Obo_7_2019.pdf
122713|SLOVNE|MATCH_STRICT_KEYWORDS|4Obdo/74/2020|2021-03-30|||sa dostal do omeškania s plnením dlhu) do zaplatenia a na zaplatenie dohodnutej zmluvnej pokuty za omeškanie v zmysle článku X. Zmluvy o dielo č. XX/XX/XXX1, ktorú súd považoval za primeranú, a to vo výške 0,05 % za každý deň omeškania zo sumy 24.357,19 eur od 17. 11. 2|122713_SLOVNE_4Obdo_74_2020.pdf
122552|PARAGRAF|MATCH_PARAGRAF_301|5Obdo/76/2020|2021-04-22|||a z dôvodu predčasného ukončenia leasingu zavineného žalovanou, pričom v zmysle § 301 Obchodného zákonníka môže súd neprimerane vysokú zmluvnú pokutu znížiť len do v|122552_PARAGRAF_5Obdo_76_2020.pdf
