id|match_type|spisova_znacka|datum|kolegium|senat|ecli|merito|sudca|snippet|pdf_file
128101|MATCH_KEYWORDS|4Obdo/84/2018|2019-12-11|2|4|ECLI:SK:NSSR:2019:8214200418.1|22 748,67 eur s prísl.|JUDr. Alena Priecelová|vyplýva možnosť odvodenia práva súdu znížiť požadovanú náhradu poistného plnenia (nejedná sa ani o náhradu škody, ani o zmluvnú pokutu), rovnako tak nie je zrejmá ani skutočnosť, z akého právneho predpisu považuje dovolateľ za kritérium pre mieru takéhoto zníženia primeranosť, či proporcionalitu a z čoho odvodzuje ako základ pre skúmanie proporcionality práve kritérium závažnosti p|128101_MATCH_KEYWORDS_4Obdo_84_2018.pdf
126625|MATCH_PARAGRAF_301|5Obdo/16/2019|2020-04-28|2|5|ECLI:SK:NSSR:2020:3114227248.1|6 278,52 eur s prísl.|JUDr. Andrea Moravčíková|om a zmluvou uplatnené úroky z omeškania a zmluvnú pokutu, pričom nezistil dôvody pre jej moderáciu postupom podľa ust. § 301 ObZ. K námietke neprimerane vysokej zmluvne dohodnutej ceny žalobcom poskytnutého plnenia uviedol, že toto v konaní neb|126625_MATCH_PARAGRAF_301_5Obdo_16_2019.pdf
126450|MATCH_KEYWORDS|5Obdo/65/2019|2020-05-12|2|5|ECLI:SK:NSSR:2020:1408209124.1|4 151 599,10 CZK s prísl.|JUDr. Anna Marková|odnutia odvolacieho súdu vo výške 15 966 595,17 CZK, pričom istina prestavuje sumu 4 151 599,10 CZK. Úrok z omeškania a zmluvná pokuta narástli do takejto výšky z dôvodu postupu súdu prvej inštancie, nakoľko spor trval neprimerane dlhú dobu. Žalovaný navrhol, aby dovolací súd napadnuté rozhodnutie odvolacieho súdu, ako aj súdu prvej inštancie zruši|126450_MATCH_KEYWORDS_5Obdo_65_2019.pdf
126215|MATCH_KEYWORDS|3Obdo/3/2020|2020-05-27|2|3|ECLI:SK:NSSR:2020:7614210711.1|9 782,54 eur s prísl.|JUDr. Jana Veselá  Zemaníková|ie neprimeraných nákladov (ods. 2). 12.6. Ak kupujúci požaduje odstránenie vád tovaru, nemôže pred uplynutím dodatočnej primeranej lehoty, ktorú je povinný poskytnúť na tento účel predávajúcemu, uplatniť iné nároky z vád tovaru, okrem nároku na náhradu škody a na zmluvnú pokutu, ibaže predávajúci oznámi kupujúcemu, že nesplní svoje povinnosti v tejto lehote (ods. 3). 12.7. Dokiaľ kupujúci neurčí|126215_MATCH_KEYWORDS_3Obdo_3_2020.pdf
126145|MATCH_KEYWORDS|2Obdo/18/2020|2020-05-27|2|2|ECLI:SK:NSSR:2020:1413212459.1|19 143,88 eur s prísl.|JUDr. Ivana Izakovičová|dný, preto žalobe v tejto časti vyhovel, zatiaľ čo vo zvyšku žalobu ako nedôvodnú zamietol. Žalobcom uplatnený nárok na zmluvnú pokutu súd prvej inštancie zamietol s poukazom na ust. § 544 ods. 2 Občianskeho zákonníka (ktorý sa primerane použije aj na obchodné záväzky), podľa ktorého musí byť zmluvná pokuta dojednaná písomne, pričom nedodržanie zákonnej p|126145_MATCH_KEYWORDS_2Obdo_18_2020.pdf
125184|MATCH_PARAGRAF_301|1Obdo/72/2019|2020-09-29|2|1|ECLI:SK:NSSR:2020:2514201620.1|10 000 eur s prísl.|JUDr. Jana Hullová|jednávanom prípade bola 300 €. Na základe uvedeného súd prvej inštancie uplatnil moderačné oprávnenie podľa ustanovenia § 301 Obchodného zákonníka (ďalej aj „Obch. zák.“) a zmluvnú pokutu znížil o polovicu na sumu 5.000 € s tým, že ju možno pova|125184_MATCH_PARAGRAF_301_1Obdo_72_2019.pdf
124963|MATCH_KEYWORDS|1Obdo/23/2020|2020-11-24|2|1|ECLI:SK:NSSR:2020:4112224531.1|23 408,10 eur|JUDr. Miroslava Janečková|ch faktúr. Spornými skutočnosťami podstatnými pre rozhodnutie vo veci samej boli existencia dohody ohľadom uplatňovania zmluvnej pokuty a primeranosť jej výšky, ako aj primeranosť uplatnených úrokov z omeškania v súvislosti so zásadami poctivého obchodného styku. 11. P|124963_MATCH_KEYWORDS_1Obdo_23_2020.pdf
123984|MATCH_PARAGRAF_301|4Obdo/38/2020|2020-07-30|2|4|ECLI:SK:NSSR:2020:7811201291.2|500 000 eur s prísl.|JUDr. Alena Priecelová|sudku Ing. J. Škultétyho ohľadne uplatneného opčného kontraktu resp,, že nebol uplatnený platne. Súd s poukazom na ust. § 301 Obchodného zákonníka a na základe vykonaného dokazovania dospel k záveru, že zmluvnými stranami dohodnutá zmluvná pokut|123984_MATCH_PARAGRAF_301_4Obdo_38_2020.pdf
123760|MATCH_KEYWORDS|4Obdo/54/2019|2020-08-31|2|4|ECLI:SK:NSSR:2020:1408214109.1|65 528,51 eura s prísl.|JUDr. Gabriela Mederová|Slovenskej republiky ako i Českej republiky (viď sp. zn. 4Cdo/13/2009, 2Cdo/199/2005, ...). Zároveň mal za to, že výška zmluvnej pokuty je neprimeraná a nie je možný súbeh nároku na zmluvnú pokutu a úroku z omeškania, kedy sa súdy s touto skutočnosťou nevysporiadali. Zá|123760_MATCH_KEYWORDS_4Obdo_54_2019.pdf
123541|MATCH_KEYWORDS|5Obo/7/2019|2020-10-01|2|5|ECLI:SK:NSSR:2020:7017200182.1|vylúčenie veci z konkurznej podstaty|JUDr. Anna Marková|, že týmto vysporiadame dlhy....Neuznali sme Tajane úroky a penále v takej výške ako pôvodne boli. Považovali sme to za neprimerané a vtedy sme to vyrovnávali kúpnopredajnými zmluvami, dovtedy sme im uznali úroky a zmluvnú pokutu. Vždy sme vyrovnávali dlhy tak, že z majetku bardejovského vyrovnávali sme dlhy za Bardejov a z majetku svidníckeho za |123541_MATCH_KEYWORDS_5Obo_7_2019.pdf
122713|MATCH_KEYWORDS|4Obdo/74/2020|2021-03-30|2|4|ECLI:SK:NSSR:2021:4612204626.1|16 748,86 eur s prísl.|JUDr. Alena Priecelová|my 2.391,-- eur od 29. 11. 2011 (odkedy sa dostal do omeškania s plnením dlhu) do zaplatenia a na zaplatenie dohodnutej zmluvnej pokuty za omeškanie v zmysle článku X. Zmluvy o dielo č. XX/XX/XXX1, ktorú súd považoval za primeranú, a to vo výške 0,05 % za každý deň omeškania zo sumy 24.357,19 eur od 17. 11. 2011 do 26. 01. 2012 a vo výške 0,05 % za|122713_MATCH_KEYWORDS_4Obdo_74_2020.pdf
122552|MATCH_PARAGRAF_301|5Obdo/76/2020|2021-04-22|2|5|ECLI:SK:NSSR:2021:8111217289.1|4 231,95 eur zo zmenky s prísl.|JUDr. Andrea Moravčíková|dstavovali škodu, ktorá žalobcovi vznikla z dôvodu predčasného ukončenia leasingu zavineného žalovanou, pričom v zmysle § 301 Obchodného zákonníka môže súd neprimerane vysokú zmluvnú pokutu znížiť len do výšky škody, ktorá vznikla do doby súdneh|122552_MATCH_PARAGRAF_301_5Obdo_76_2020.pdf
