experiment_name;document;query_key;csv_column;top_k;window_size;total_doc_chunks;fetched_chunks;coverage_pct;retrieved_chunk_ids;all_cosine_scores;avg_all_cosine;max_all_cosine;hit_cosine_scores;avg_hit_cosine;miss_cosine_scores;avg_miss_cosine;quotes_expected;quotes_found;hit_type;hit_score;reciprocal_rank;precision_at_k;rate_cosine_scores;principal_cosine_scores;outcome_cosine_scores;reasoning_cosine_scores;factors_cosine_scores;call1_chunks;call1_coverage;call2_chunks;call2_coverage;total_chunks;total_coverage
mE5base_200_top8_w0;KS_Trnava_32Cob_3_2021_00_dokument.pdf;per_call_coverage;;8;0;57;;;;;;;;;;;;;;;;;;;;;;27;50.1;13;27.0;32;60.4
mE5base_200_top8_w0;KS_Banská_Bystrica_43CoPv_10_2023_00_dokument.pdf;q1_combined;q1_context_quotes;8;0;98;19;18.4;"[""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_64"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_17"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_42"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_36"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_41"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_44"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_60"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_88"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_16"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_93"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_55"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_95"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_64"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_63"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_47"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_60"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_50"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_41"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_89"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_36"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_46"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_88"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_70"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_56""]";[0.8479, 0.8447, 0.8421, 0.8411, 0.8403, 0.8398, 0.8369, 0.8365, 0.8343, 0.8335, 0.8335, 0.8332, 0.8493, 0.8409, 0.837, 0.8306, 0.8287, 0.8275, 0.8245, 0.8245, 0.8244, 0.8236, 0.8217, 0.8201];0.834;0.8493;[];;[0.8479, 0.8447, 0.8421, 0.8411, 0.8403, 0.8398, 0.8369, 0.8365, 0.8343, 0.8335, 0.8335, 0.8332, 0.8409, 0.837, 0.8287, 0.8245, 0.8244, 0.8217, 0.8201];0.8348;3;0;MISS;0.0;0.0;0.0;;;;;;;;;;;
mE5base_200_top8_w0;KS_Banská_Bystrica_43CoPv_10_2023_00_dokument.pdf;q2_combined;q2_penalty_quotes;8;0;98;14;13.4;"[""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_32"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_31"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_17"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_1"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_16"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_33"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_91"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_51"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_93"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_83"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_70"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_1"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_32"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_2"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_44"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_18""]";[0.8531, 0.8508, 0.8359, 0.8353, 0.8319, 0.8317, 0.8312, 0.8285, 0.8093, 0.8072, 0.8068, 0.8058, 0.8043, 0.8008, 0.8004, 0.8002];0.8208;0.8531;[0.8285];0.8285;[0.8531, 0.8508, 0.8359, 0.8353, 0.8319, 0.8317, 0.8312, 0.8093, 0.8072, 0.8068, 0.8008, 0.8004, 0.8002];0.8227;2;2;PERFECT;1.0;0.125;0.0714;[0.8531, 0.8508, 0.8359, 0.8353, 0.8319, 0.8317, 0.8312, 0.8285];[0.8093, 0.8072, 0.8068, 0.8058, 0.8043, 0.8008, 0.8004, 0.8002];;;;;;;;;
mE5base_200_top8_w0;KS_Banská_Bystrica_43CoPv_10_2023_00_dokument.pdf;q3_combined;q3_moderation_quotes;8;0;98;12;12.7;"[""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_31"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_91"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_93"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_90"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_20"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_55"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_30"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_44"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_32"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_31"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_55"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_93"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_52"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_44"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_30"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_91"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_52"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_32"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_93"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_44"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_92"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_55"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_77"", ""KS_Bansk\u00e1_Bystrica_43CoPv_10_2023_00_dokument.pdf_chunk_20""]";[0.8703, 0.8528, 0.8524, 0.8444, 0.8351, 0.8341, 0.8337, 0.8307, 0.8883, 0.8754, 0.8682, 0.8625, 0.8621, 0.8613, 0.8552, 0.8549, 0.8545, 0.8526, 0.8488, 0.8485, 0.8465, 0.8457, 0.8426, 0.8423];0.8526;0.8883;[0.8524];0.8524;[0.8703, 0.8528, 0.8444, 0.8351, 0.8341, 0.8337, 0.8307, 0.8883, 0.8621, 0.8465, 0.8426];0.8491;3;3;PERFECT;1.0;0.2;0.0833;;;[0.8703, 0.8528, 0.8524, 0.8444, 0.8351, 0.8341, 0.8337, 0.8307];[0.8883, 0.8754, 0.8682, 0.8625, 0.8621, 0.8613, 0.8552, 0.8549];[0.8545, 0.8526, 0.8488, 0.8485, 0.8465, 0.8457, 0.8426, 0.8423];;;;;;
mE5base_200_top8_w0;KS_Banská_Bystrica_43CoPv_10_2023_00_dokument.pdf;per_call_coverage;;8;0;98;;;;;;;;;;;;;;;;;;;;;;28;26.4;12;12.7;34;33.0
mE5base_200_top8_w0;KS_Žilina_14Cob_109_2017_00_dokument.pdf;q1_combined;q1_context_quotes;8;0;203;22;11.5;"[""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_188"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_105"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_98"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_166"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_176"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_187"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_14"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_24"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_108"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_109"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_77"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_171"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_172"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_187"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_24"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_184"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_109"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_189"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_163"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_158"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_28"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_140"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_16"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_26"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_164"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_166""]";[0.8543, 0.8517, 0.8504, 0.8484, 0.8474, 0.8469, 0.8459, 0.8454, 0.8436, 0.843, 0.8428, 0.8428, 0.8423, 0.8307, 0.8269, 0.8145, 0.8114, 0.8107, 0.8098, 0.8083, 0.8082, 0.808, 0.8076, 0.8071, 0.8063, 0.8061];0.8293;0.8543;[];;[0.8543, 0.8517, 0.8504, 0.8484, 0.8474, 0.8469, 0.8459, 0.8454, 0.8436, 0.843, 0.8428, 0.8428, 0.8423, 0.8145, 0.8107, 0.8098, 0.8083, 0.8082, 0.808, 0.8076, 0.8071, 0.8063];0.8312;4;0;MISS;0.0;0.0;0.0;;;;;;;;;;;
mE5base_200_top8_w0;KS_Žilina_14Cob_109_2017_00_dokument.pdf;q2_combined;q2_penalty_quotes;8;0;203;16;8.1;"[""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_166"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_163"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_54"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_100"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_21"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_24"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_168"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_170"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_59"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_60"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_58"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_62"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_50"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_105"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_56"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_97""]";[0.8716, 0.8664, 0.8628, 0.859, 0.856, 0.8544, 0.8535, 0.8528, 0.8431, 0.8406, 0.8331, 0.8318, 0.8286, 0.828, 0.8257, 0.8245];0.8457;0.8716;[];;[0.8716, 0.8664, 0.8628, 0.859, 0.856, 0.8544, 0.8535, 0.8528, 0.8431, 0.8406, 0.8331, 0.8318, 0.8286, 0.828, 0.8257, 0.8245];0.8457;3;0;MISS;0.0;0.0;0.0;[0.8716, 0.8664, 0.8628, 0.859, 0.856, 0.8544, 0.8535, 0.8528];[0.8431, 0.8406, 0.8331, 0.8318, 0.8286, 0.828, 0.8257, 0.8245];;;;;;;;;
mE5base_200_top8_w0;KS_Žilina_14Cob_109_2017_00_dokument.pdf;q3_combined;q3_moderation_quotes;8;0;203;19;10.1;"[""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_21"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_90"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_100"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_96"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_170"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_99"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_172"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_24"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_22"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_25"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_27"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_87"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_23"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_24"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_163"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_88"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_97"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_22"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_99"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_95"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_87"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_96"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_159"", ""KS_\u017dilina_14Cob_109_2017_00_dokument.pdf_chunk_158""]";[0.8745, 0.873, 0.8679, 0.8671, 0.8599, 0.8568, 0.8527, 0.852, 0.8898, 0.885, 0.8807, 0.8786, 0.8783, 0.8766, 0.8714, 0.871, 0.8628, 0.8596, 0.8569, 0.8561, 0.8543, 0.854, 0.8539, 0.8514];0.866;0.8898;[];;[0.8745, 0.873, 0.8679, 0.8671, 0.8599, 0.8568, 0.8527, 0.852, 0.8898, 0.885, 0.8807, 0.8786, 0.8783, 0.8714, 0.871, 0.8628, 0.8561, 0.8539, 0.8514];0.8675;5;0;MISS;0.0;0.0;0.0;;;[0.8745, 0.873, 0.8679, 0.8671, 0.8599, 0.8568, 0.8527, 0.852];[0.8898, 0.885, 0.8807, 0.8786, 0.8783, 0.8766, 0.8714, 0.871];[0.8628, 0.8596, 0.8569, 0.8561, 0.8543, 0.854, 0.8539, 0.8514];;;;;;
mE5base_200_top8_w0;KS_Žilina_14Cob_109_2017_00_dokument.pdf;per_call_coverage;;8;0;203;;;;;;;;;;;;;;;;;;;;;;34;17.5;19;10.1;45;24.0
mE5base_200_top8_w0;KS_Žilina_14Cob_21_2019_00_dokument.pdf;q1_combined;q1_context_quotes;8;0;219;21;10.7;"[""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_97"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_17"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_16"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_73"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_138"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_18"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_49"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_135"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_117"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_15"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_74"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_72"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_26"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_97"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_98"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_18"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_74"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_89"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_73"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_94"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_29"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_10"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_83"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_96"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_95"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_72""]";[0.8552, 0.8534, 0.8505, 0.8495, 0.8482, 0.8481, 0.8481, 0.8475, 0.8465, 0.8462, 0.8461, 0.8459, 0.8454, 0.8508, 0.843, 0.8393, 0.8263, 0.8245, 0.8244, 0.8238, 0.8231, 0.8229, 0.8217, 0.8216, 0.8212, 0.821];0.8382;0.8552;[0.8534];0.8534;[0.8552, 0.8505, 0.8495, 0.8482, 0.8481, 0.8481, 0.8475, 0.8465, 0.8462, 0.8461, 0.8459, 0.8454, 0.843, 0.8245, 0.8238, 0.8231, 0.8229, 0.8217, 0.8216, 0.8212];0.8389;4;1;PARTIAL;0.25;0.5;0.0476;;;;;;;;;;;
mE5base_200_top8_w0;KS_Žilina_14Cob_21_2019_00_dokument.pdf;q2_combined;q2_penalty_quotes;8;0;219;15;8.0;"[""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_80"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_6"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_81"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_134"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_78"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_12"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_79"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_9"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_45"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_84"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_80"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_136"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_5"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_60"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_71"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_68""]";[0.8653, 0.863, 0.8613, 0.8613, 0.8589, 0.8575, 0.8567, 0.8541, 0.8264, 0.8184, 0.8178, 0.8159, 0.8141, 0.8116, 0.8099, 0.8097];0.8376;0.8653;[];;[0.8653, 0.863, 0.8613, 0.8613, 0.8589, 0.8575, 0.8567, 0.8541, 0.8264, 0.8184, 0.8159, 0.8141, 0.8116, 0.8099, 0.8097];0.8389;2;0;MISS;0.0;0.0;0.0;[0.8653, 0.863, 0.8613, 0.8613, 0.8589, 0.8575, 0.8567, 0.8541];[0.8264, 0.8184, 0.8178, 0.8159, 0.8141, 0.8116, 0.8099, 0.8097];;;;;;;;;
mE5base_200_top8_w0;KS_Žilina_14Cob_21_2019_00_dokument.pdf;q3_combined;q3_moderation_quotes;8;0;219;17;8.8;"[""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_132"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_133"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_44"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_46"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_48"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_61"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_3"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_138"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_84"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_45"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_132"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_44"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_134"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_80"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_12"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_138"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_139"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_62"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_59"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_45"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_134"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_136"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_132"", ""KS_\u017dilina_14Cob_21_2019_00_dokument.pdf_chunk_84""]";[0.8653, 0.8586, 0.8557, 0.8545, 0.8535, 0.8526, 0.8525, 0.8516, 0.8912, 0.8848, 0.8818, 0.881, 0.8803, 0.8784, 0.8728, 0.8723, 0.8639, 0.8601, 0.8595, 0.8592, 0.8578, 0.8555, 0.8553, 0.855];0.8647;0.8912;[0.8557, 0.8535, 0.8803];0.8632;[0.8653, 0.8586, 0.8545, 0.8526, 0.8525, 0.8516, 0.8912, 0.8848, 0.8784, 0.8728, 0.8639, 0.8601, 0.8595, 0.8555];0.8644;5;3;PARTIAL;0.6;0.3333;0.1765;;;[0.8653, 0.8586, 0.8557, 0.8545, 0.8535, 0.8526, 0.8525, 0.8516];[0.8912, 0.8848, 0.8818, 0.881, 0.8803, 0.8784, 0.8728, 0.8723];[0.8639, 0.8601, 0.8595, 0.8592, 0.8578, 0.8555, 0.8553, 0.855];;;;;;
mE5base_200_top8_w0;KS_Žilina_14Cob_21_2019_00_dokument.pdf;per_call_coverage;;8;0;219;;;;;;;;;;;;;;;;;;;;;;36;18.7;17;8.8;46;23.6
